Sentença	Id	Index	Granularidade	Documento
A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração.	3	2	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Para tornar-se conselheiro, basta seguir as seguintes etapas	3	3	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br	3	4	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
pt-br	3	5	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
orgaos controladoria-geral-da-uniao.	3	6	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
A CGU lançará, em breve, as primeiras consultas referentes aos serviços	3	7	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Registrar manifestação de ouvidoria na Plataforma Fala.	3	8	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala.	3	9	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população.	3	10	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Conselhos de Usuários	3	11	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018, no âmbito do Poder Executivo Federal.	3	12	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
O seu funcionamento é totalmente virtual e sem qualquer burocracia.	3	13	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Qualquer cidadão pode ser conselheiro e, uma vez cadastrado, passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços.	3	14	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Ao se voluntariar, o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual.	3	15	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Se preferir, também é possível tornar-se conselheiro apenas de serviços específicos.	3	16	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos, acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios.	3	17	0	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
2	3	-1	1	A Controladoria-Geral da União CGU convida os cidadãos a participarem do seu Conselho de Usuários de Serviços Públicos . Trata-se de uma nova forma de participação direta da sociedade , juntamente ao gestores responsáveis , na avaliação e melhoria dos serviços oferecidos pelo rgão . A atuação no Conselho é voluntária e considerada serviço relevante e sem remuneração . Para tornar-se conselheiro , basta seguir as seguintes etapas As informações sobre todos os serviços oferecidos pela CGU podem ser encontradas no site https www.gov.br pt-br orgaos controladoria-geral-da-uniao . A CGU lançará , em breve , as primeiras consultas referentes aos serviços Registrar manifestação de ouvidoria na Plataforma Fala . BR e Registrar pedido de acesso a informações de órgãos públicos na Plataforma Fala . BR , que servirão para apontar as falhas e propor soluções para melhor atendimento às necessidades da população . Conselhos de Usuários Os Conselhos de Usuários de Serviços Públicos estão previstos na Lei n 13.460 2017 e foram regulamentados pelo Decreto n 9.492 2018 , no âmbito do Poder Executivo Federal . O seu funcionamento é totalmente virtual e sem qualquer burocracia . Qualquer cidadão pode ser conselheiro e , uma vez cadastrado , passa a responder a consultas sobre os serviços públicos e também pode apresentar propostas de melhorias desses serviços . Ao se voluntariar , o usuário torna-se conselheiro de todos os serviços associados àquele s órgão s ou entidade s escolhido s na Plataforma Virtual . Se preferir , também é possível tornar-se conselheiro apenas de serviços específicos . Para saber mais informações acerca do funcionamento dos Conselhos de Usuários de Serviços Públicos , acesse https www.gov.br ouvidorias pt-br ouvidorias conselhos-de-usuarios .
Artigo publicado na 22 Edição da Revista da CGU, de dezembro de 2020, intitulado Inovação em accountability no combate à Covid-19 no Brasil	4	0	0	Artigo publicado na 22 Edição da Revista da CGU , de dezembro de 2020 , intitulado Inovação em accountability no combate à Covid-19 no Brasil Uma análise empírica do Controle Interno , foi incluído na recomendação do Portal da Organização Mundial de Saúde OMS de literatura global de pesquisa sobre a doença do novo coronavírus . O trabalho escrito pelos auditores Marcus Vinícius de Azevedo Braga , Daniel Matos Caldeira e Sandro Zachariades Sabença compila e descreve as medidas adotadas pelos órgãos de controle interno brasileiros das esferas de governo estadual e federal , a partir de uma classificação de inovação no setor público adotada pela OCDE , e utilizando como referência a relação entre as dimensões de accountability e as macrofunções do controle . O artigo compõe o dossiê Accountability e Controle em Contexto de Pandemia , sob a coordenação científica dos professores Frederico Lustosa da Costa UFF e Eduardo José Grin EAESP FGV , que gravaram vídeos convidando pesquisadores e profissionais a conhecerem seu editorial e trabalhos relacionados , acessíveis pelo canal da CGU no Youtube
Uma análise empírica do Controle Interno , foi incluído na recomendação do Portal da Organização Mundial de Saúde OMS de literatura global de pesquisa sobre a doença do novo coronavírus.	4	1	0	Artigo publicado na 22 Edição da Revista da CGU , de dezembro de 2020 , intitulado Inovação em accountability no combate à Covid-19 no Brasil Uma análise empírica do Controle Interno , foi incluído na recomendação do Portal da Organização Mundial de Saúde OMS de literatura global de pesquisa sobre a doença do novo coronavírus . O trabalho escrito pelos auditores Marcus Vinícius de Azevedo Braga , Daniel Matos Caldeira e Sandro Zachariades Sabença compila e descreve as medidas adotadas pelos órgãos de controle interno brasileiros das esferas de governo estadual e federal , a partir de uma classificação de inovação no setor público adotada pela OCDE , e utilizando como referência a relação entre as dimensões de accountability e as macrofunções do controle . O artigo compõe o dossiê Accountability e Controle em Contexto de Pandemia , sob a coordenação científica dos professores Frederico Lustosa da Costa UFF e Eduardo José Grin EAESP FGV , que gravaram vídeos convidando pesquisadores e profissionais a conhecerem seu editorial e trabalhos relacionados , acessíveis pelo canal da CGU no Youtube
